tokens,tags,polarities
"['some', 'trash', 'missed', 'by', 'cleaners']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['carriage', 'needed', 'better', 'daily', 'cleaning']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['no', 'writing', 'on', 'any', 'surfaces']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['smooth', 'ride', 'with', 'almost', 'no', 'jolting']","[0, 1, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1]"
"['overall', 'sense', 'of', 'security', 'good']","[0, 0, 0, 1, 0]","[-1, -1, -1, 2, -1]"
"['staff', 'were', 'always', 'smiling', 'politely']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['well', 'maintained', 'fire', 'safety', 'points']","[0, 0, 1, 2, 2]","[-1, -1, 2, 2, 2]"
"['muddy', 'footprints', 'all', 'over', 'carriage']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['walkways', 'were', 'clear', 'of', 'obstructions']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['train', 'departure', 'info', 'was', 'incorrect']","[1, 2, 2, 0, 0]","[0, 0, 0, -1, -1]"
"['another', 'escalator', 'was', 'not', 'working']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['shops', 'inside', 'station', 'were', 'convenient']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['helpful', 'directions', 'given', 'by', 'guard']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['seats', 'felt', 'like', 'a', 'cloud']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['windows', 'were', 'streaky', 'and', 'unclear']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['platform', 'safety', 'barriers', 'worked', 'perfectly']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['very', 'few', 'bins', 'for', 'recycling']","[0, 0, 1, 0, 0]","[-1, -1, 0, -1, -1]"
"['people', 'were', 'ignoring', 'the', 'platform', 'line']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['air', 'inside', 'felt', 'clean', 'circulated']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['too', 'much', 'glare', 'from', 'the', 'lighting']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['instructions', 'for', 'emergencies', 'were', 'available']","[1, 0, 0, 0, 0]","[1, -1, -1, -1, -1]"
"['restroom', 'condition', 'was', 'quite', 'appalling']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['broken', 'glass', 'near', 'the', 'ticket', 'barrier']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 0, 0]"
"['floor', 'looked', 'as', 'though', 'rarely', 'cleaned']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['train', 'cabin', 'was', 'fresh', 'and', 'well', 'aired']","[1, 2, 0, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1, -1]"
"['overall', 'comfort', 'was', 'just', 'average']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['comfort', 'was', 'just', 'average']","[1, 0, 0, 0]","[1, -1, -1, -1]"
"['rubbish', 'was', 'collected', 'and', 'removed', 'quickly']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['handrails', 'were', 'solid', 'and', 'dependable']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['ticket', 'machine', 'worked', 'as', 'expected']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['platform', 'had', 'insufficient', 'rain', 'cover']","[1, 0, 0, 2, 2]","[0, -1, -1, 0, 0]"
"['plush', 'cushioning', 'on', 'the', 'seats']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['a', 'very', 'well', 'maintained', 'station']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['unlit', 'parking', 'garage', 'felt', 'creepy']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['children', 'playing', 'near', 'the', 'tracks']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['overall', 'a', 'very', 'smooth', 'and', 'calm', 'ride']","[0, 0, 0, 0, 0, 0, 2]","[-1, -1, -1, -1, -1, -1, 2]"
"['braille', 'signs', 'for', 'visually', 'impaired']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['cleanest', 'public', 'transport', 'I', 'used']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['clean', 'and', 'shiny', 'grab', 'poles']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['escalators', 'were', 'running', 'smoothly']","[1, 0, 0, 0]","[1, -1, -1, -1]"
"['confusing', 'information', 'from', 'staff', '.']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['a', 'few', 'dead', 'insects', 'on', 'sills']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['platform', 'edge', 'was', 'too', 'slippery']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['train', 'movement', 'was', 'very', 'jerky']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['lighting', 'on', 'stairs', 'was', 'adequate']","[1, 0, 1, 0, 0]","[1, -1, 1, -1, -1]"
"['mobile', 'network', 'was', 'weak', 'in', 'tunnels']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['ticket', 'machine', 'worked', 'as', 'expected']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['comfortable', 'armrests', 'made', 'a', 'difference']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['found', 'a', 'discarded', 'drink', 'can', 'underneath']","[0, 0, 1, 2, 2, 0]","[-1, -1, 0, 0, 0, -1]"
"['guards', 'are', 'always', 'visible', '.']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['complaint', 'was', 'addressed', 'satisfactorily', 'fast']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['few', 'grab', 'rails', 'for', 'support']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['no', 'first', 'aid', 'kit', 'visible']","[0, 1, 2, 2, 0]","[-1, 0, 0, 0, -1]"
"['no', 'dust', 'on', 'information', 'screens']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['windows', 'were', 'large', 'and', 'unobstructed']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['water', 'taps', 'in', 'toilets', 'leaked']","[1, 2, 0, 1, 0]","[0, 0, -1, 0, -1]"
"['could', 'hear', 'music', 'from', 'other', 'headphones']","[0, 0, 1, 0, 0, 0]","[-1, -1, 0, -1, -1, -1]"
"['clean', 'and', 'tidy', 'waiting', 'area']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['train', 'doors', 'closed', 'too', 'quickly']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['another', 'escalator', 'was', 'not', 'working']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['display', 'screens', 'had', 'excellent', 'clarity']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['some', 'food', 'spills', 'under', 'the', 'seats']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['unacceptable', 'wait', 'for', 'customer', 'support']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['no', 'major', 'cleanliness', 'issues', 'found']","[0, 0, 1, 2, 0]","[-1, -1, 1, 1, -1]"
"['air', 'quality', 'in', 'train', 'was', 'poor']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['digital', 'map', 'responsiveness', 'was', 'average']","[1, 2, 2, 0, 0]","[1, 1, 1, -1, -1]"
"['many', 'usb', 'charging', 'points', 'worked']","[0, 1, 2, 2, 0]","[-1, 2, 2, 2, -1]"
"['visible', 'staff', 'activity', 'maintaining', 'cleanliness']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['no', 'designated', 'area', 'for', 'prams']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['some', 'areas', 'were', 'too', 'dark']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['problem', 'solved', 'efficiently', 'by', 'manager']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['loud', 'speaker', 'volume', 'was', 'jarring']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['responsive', 'and', 'efficient', 'lost', 'property', 'desk']","[0, 0, 0, 1, 2, 2]","[-1, -1, -1, 2, 2, 2]"
"['aircondd', 'was', 'too', 'cold']","[1, 0, 0, 0]","[0, -1, -1, -1]"
"['no', 'staff', 'at', 'information', 'desk']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['impeccable', 'train', 'cars', 'very', 'pleasing']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['could', 'not', 'get', 'help', 'with', 'machine']","[0, 0, 0, 1, 0, 0]","[-1, -1, -1, 0, -1, -1]"
"['helpful', 'guard', 'pointed', 'me', 'right']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['guards', 'actively', 'monitor', 'the', 'crowd']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['handrails', 'were', 'wiped', 'clean', 'recently']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['station', 'felt', 'safe', 'even', 'at', 'night']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['ticket', 'machine', 'interface', 'was', 'understandable']","[1, 2, 2, 0, 0]","[1, 1, 1, -1, -1]"
"['overall', 'ride', 'comfort', 'was', 'commendable']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['not', 'too', 'hot', 'or', 'cold']","[0, 0, 1, 0, 1]","[-1, -1, 1, -1, 1]"
"['plush', 'seat', 'material', 'felt', 'luxurious']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['difficult', 'to', 'get', 'clear', 'answers']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['alarm', 'button', 'easily', 'accessible', '.']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['map', 'was', 'not', 'very', 'clear']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['not', 'many', 'trash', 'cans', 'visible']","[0, 0, 1, 2, 0]","[-1, -1, 0, 0, -1]"
"['train', 'interiors', 'were', 'fresh', 'and', 'tidy']","[1, 2, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1]"
"['excellent', 'maintenance', 'of', 'station', 'hygiene']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['waited', 'too', 'long', 'for', 'staff', 'response']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 0, 0]"
"['felt', 'very', 'safe', 'on', 'platform']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['complaint', 'was', 'resolved', 'with', 'utmost', 'care']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['cabin', 'temperature', 'was', 'very', 'pleasant']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['website', 'chat', 'support', 'was', 'unresponsive']","[1, 2, 2, 0, 0]","[0, 0, 0, -1, -1]"
"['neutral', 'on', 'the', 'security', 'measures']","[0, 0, 0, 1, 0]","[-1, -1, -1, 1, -1]"
"['display', 'panels', 'had', 'dead', 'pixels']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['no', 'acknowledgement', 'from', 'any', 'staff']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['impeccable', 'station', 'hall', 'very', 'impressive']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['no', 'security', 'personnel', 'at', 'entrance']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['uneven', 'pavement', 'outside', 'station', 'entrance']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['ride', 'was', 'too', 'rough', 'for', 'my', 'comfort']","[1, 0, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1]"
"['carriage', 'temperature', 'was', 'too', 'inconsistent']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['a', 'lot', 'of', 'fallen', 'hair', 'visible']","[0, 0, 0, 1, 2, 2]","[-1, -1, -1, 0, 0, 0]"
"['seat', 'was', 'too', 'low', 'to', 'the', 'floor']","[1, 0, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1]"
"['station', 'felt', 'safe', 'and', 'well', 'monitored']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['feedback', 'form', 'was', 'too', 'complicated']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['smelled', 'like', 'someone', 'was', 'smoking', 'nearby']","[0, 0, 1, 0, 2, 2]","[-1, -1, 0, -1, 0, 0]"
"['hard', 'to', 'get', 'comfortable', 'standing', 'up']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 0, 0]"
"['air', 'felt', 'well', 'filtered', 'and', 'clean']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['attendant', 'was', 'patient', 'with', 'my', 'questions']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['space', 'was', 'okay', 'even', 'when', 'crowded']","[1, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1]"
"['no', 'unpleasant', 'smells', 'from', 'the', 'toilets']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 2]"
"['platform', 'door', 'synchronization', 'was', 'correct']","[1, 2, 2, 0, 0]","[1, 1, 1, -1, -1]"
"['station', 'toilets', 'were', 'usable', 'not', 'pristine']","[1, 2, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1]"
"['discarded', 'tickets', 'littered', 'the', 'floor']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['strong', 'disinfectant', 'odor', 'was', 'comforting']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['quiet', 'enough', 'to', 'hear', 'music']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['toilets', 'were', 'not', 'serviced', 'regularly']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['standing', 'space', 'was', 'adequate', 'not', 'great']","[1, 2, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1]"
"['some', 'payment', 'options', 'not', 'working']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['kudos', 'for', 'maintaining', 'such', 'cleanliness']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['consistent', 'and', 'comfortable', 'cabin', 'temperature']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['long', 'queues', 'at', 'the', 'counter']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['excellent', 'problem', 'solving', 'by', 'supervisor']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['station', 'bins', 'were', 'emptied', 'very', 'often']","[1, 2, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1]"
"['staff', 'seemed', 'indifferent', 'to', 'passengers']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['very', 'peaceful', 'ride', 'this', 'evening']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['complaint', 'was', 'ignored', 'by', 'management']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['top', 'quality', 'station', 'cleaning', 'services']","[0, 0, 1, 2, 2]","[-1, -1, 2, 2, 2]"
"['overall', 'cabin', 'hygiene', 'was', 'as', 'expected']","[1, 2, 2, 0, 0, 0]","[1, 1, 1, -1, -1, -1]"
"['cabin', 'hygiene', 'was', 'as', 'expected']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['platform', 'had', 'insufficient', 'rain', 'cover']","[1, 0, 0, 2, 2]","[0, -1, -1, 0, 0]"
"['well', 'maintained', 'fire', 'safety', 'points']","[0, 0, 1, 2, 2]","[-1, -1, 2, 2, 2]"
"['ticket', 'gates', 'responded', 'very', 'promptly']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['safety', 'rules', 'displayed', 'prominently', 'good']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['carriage', 'air', 'was', 'circulated', 'well']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['more', 'recycling', 'bins', 'are', 'needed']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['staff', 'seemed', 'very', 'well', 'briefed']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['some', 'dried', 'spill', 'near', 'the', 'exit']","[0, 1, 2, 0, 0, 0]","[-1, 0, 0, -1, -1, -1]"
"['secure', 'handholds', 'for', 'standing', 'passengers']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['very', 'smooth', 'train', 'ride', 'today']","[0, 0, 1, 2, 0]","[-1, -1, 2, 2, -1]"
"['seat', 'material', 'felt', 'cheap', 'and', 'scratchy']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['no', 'visible', 'dirt', 'on', 'floor']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['very', 'few', 'bins', 'for', 'recycling']","[0, 0, 1, 0, 0]","[-1, -1, 0, -1, -1]"
"['train', 'had', 'a', 'clean', 'fresh', 'scent']","[1, 0, 0, 0, 0, 2]","[2, -1, -1, -1, -1, 2]"
"['station', 'felt', 'a', 'little', 'grimy']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['streaky', 'windows', 'obstruct', 'the', 'view']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['comfortable', 'seat', 'width', 'for', 'most', 'people']","[0, 1, 2, 0, 0, 0]","[-1, 2, 2, -1, -1, -1]"
"['staff', 'were', 'consistently', 'pleasant', 'and', 'warm']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['spotless', 'windows', 'on', 'this', 'train']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['discarded', 'items', 'were', 'few', 'and', 'far', 'between']","[1, 2, 0, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1, -1]"
"['courteous', 'platform', 'attendants', 'are', 'nice']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['customer', 'feedback', 'seems', 'to', 'be', 'ignored']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['entry', 'gates', 'worked', 'normally']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['staff', 'showed', 'a', 'positive', 'can', 'do', 'attitude']","[1, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1]"
"['working', 'escalators', 'are', 'convenient', '.']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['windows', 'were', 'too', 'streaky', 'for', 'photos']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['the', 'train', 'was', 'too', 'drafty']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['uncomfortable', 'seat', 'angle', 'for', 'sleeping']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['smelled', 'like', 'nothing', 'at', 'all']","[1, 0, 0, 0, 0]","[1, -1, -1, -1, -1]"
"['no', 'visible', 'stains', 'on', 'any', 'floors']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['parents', 'need', 'to', 'control', 'their', 'children']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['impressed', 'with', 'the', 'train', 'cleanliness']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['cabin', 'felt', 'a', 'bit', 'too', 'cold']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['dust', 'coated', 'many', 'window', 'sills']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['service', 'timing', 'was', 'normal']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['service', 'was', 'slow', 'and', 'inefficient']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['adequate', 'signage', 'for', 'emergency', 'procedures']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['not', 'enough', 'hand', 'straps', 'available']","[0, 0, 1, 2, 0]","[-1, -1, 0, 0, -1]"
"['polite', 'and', 'knowledgeable', 'staff', 'at', 'information']","[1, 0, 0, 1, 0, 0]","[2, -1, -1, 2, -1, -1]"
"['station', 'looked', 'as', 'if', 'rarely', 'cleaned']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['no', 'available', 'staff', 'for', 'emergencies']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['a', 'noticeably', 'dirty', 'handrail', 'used']","[0, 0, 0, 1, 0]","[-1, -1, -1, 0, -1]"
"['difficult', 'to', 'get', 'anyone', 'to', 'help', 'me']","[0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, 0, -1]"
"['comfortable', 'and', 'quick', 'journey', 'home']","[1, 0, 0, 1, 0]","[2, -1, -1, 2, -1]"
"['good', 'line', 'of', 'sight', 'across', 'station']","[0, 1, 2, 2, 0, 0]","[-1, 2, 2, 2, -1, -1]"
"['clean', 'and', 'shiny', 'grab', 'poles']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['attentive', 'and', 'responsive', 'platform', 'crew']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['impressed', 'by', 'the', 'spotless', 'condition']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['a', 'lot', 'of', 'bird', 'droppings']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['station', 'shops', 'had', 'reasonable', 'prices']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['modern', 'and', 'accessible', 'station', 'design']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['automated', 'system', 'was', 'very', 'frustrating']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['dust', 'bunnies', 'under', 'most', 'seats']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['lifts', 'were', 'quick', 'and', 'available']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['station', 'architectural', 'style', 'was', 'typical']","[1, 2, 2, 0, 0]","[1, 1, 1, -1, -1]"
"['rubbish', 'was', 'promptly', 'removed', 'from', 'sight']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['confusing', 'fare', 'information', 'was', 'provided']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['handrails', 'were', 'sturdy', 'and', 'secure']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['bins', 'were', 'emptied', 'regularly', '.']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['maps', 'were', 'too', 'small', 'to', 'read']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['safety', 'is', 'clearly', 'not', 'taken', 'lightly']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['overall', 'upkeep', 'of', 'train', 'was', 'lacking']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['restroom', 'doors', 'did', 'not', 'lock']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['lost', 'and', 'found', 'clearly', 'signposted']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['trash', 'not', 'cleared', 'from', 'yesterday']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['enjoyable', 'trip', 'due', 'to', 'comfort']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['overall', 'commute', 'was', 'surprisingly', 'comfortable']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['impeccable', 'condition', 'of', 'all', 'hand', 'rails']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['platform', 'edge', 'doors', 'are', 'excellent']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['vending', 'machine', 'ate', 'my', 'money']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['digital', 'displays', 'were', 'crisp', 'clear']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['signage', 'to', 'help', 'desk', 'unclear']","[1, 0, 0, 0, 0]","[0, -1, 0, 0, -1]"
"['some', 'greasy', 'marks', 'on', 'handrail']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['language', 'issues', 'with', 'several', 'staffers']","[1, 2, 0, 0, 1]","[0, 0, -1, -1, 0]"
"['broken', 'lifts', 'caused', 'much', 'delay']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['excellent', 'customer', 'service', 'experience', 'today']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['broken', 'step', 'on', 'the', 'escalator']","[0, 1, 0, 0, 2]","[-1, 0, -1, -1, 0]"
"['ample', 'parking', 'lots', 'near', 'station']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['no', 'staff', 'around', 'during', 'a', 'power', 'cut']","[0, 1, 0, 0, 0, 1, 2]","[-1, 0, -1, -1, -1, 0, 0]"
"['exceptionally', 'bad', 'station', 'hygiene', 'today']","[0, 0, 1, 2, 0]","[-1, -1, 0, 0, -1]"
"['a', 'lot', 'of', 'hair', 'everywhere']","[0, 0, 0, 1, 0]","[-1, -1, -1, 0, -1]"
"['train', 'smells', 'quite', 'fresh', 'now']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['air', 'felt', 'a', 'bit', 'stagnant']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['platform', 'width', 'allowed', 'comfortable', 'waiting']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['emergency', 'stop', 'buttons', 'were', 'obvious']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['stuffy', 'air', 'in', 'the', 'carriage']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['service', 'quality', 'was', 'truly', 'outstanding']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['ticket', 'machines', 'accepted', 'cards', 'easily']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['mobile', 'charging', 'ports', 'were', 'all', 'full']","[1, 2, 2, 0, 0, 0]","[0, 0, 0, -1, -1, -1]"
"['waiting', 'area', 'lacked', 'sufficient', 'seats']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['safety', 'briefing', 'audio', 'was', 'very', 'clear']","[1, 2, 2, 0, 0, 0]","[2, 2, 2, -1, -1, -1]"
"['no', 'offensive', 'smells', 'in', 'the', 'station']","[0, 1, 2, 0, 0, 1]","[-1, 2, 2, -1, -1, 2]"
"['safety', 'barriers', 'on', 'platforms', 'good']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
